19234962,GGHB,200101,01/01/2020 03:19:00,1183-Trfc Collision-Unkn Inj,Us101 S / Tennant,Hollister Gilroy,,,37.119167,-121.626389,4,85,,101,S,R15.092,364.4,,184
19234963,LAHB,200101,01/01/2020 03:22:00,1179-Trfc Collision-1141 Enrt,Sr99 N / Lander Ave,Modesto,,,37.473952,-120.848923,10,99,,99,N,R1.648,212.4,,91
19234964,LAHB,200101,01/01/2020 03:20:00,1182-Trfc Collision-No Inj,Sr99 S / Lander Ave Ofr,Modesto,,,37.475524,-120.853533,10,99,,99,S,R1.873,212.6,,75
19234965,INHB,200101,01/01/2020 03:22:00,1183-Trfc Collision-Unkn Inj,I5 S / Cesar E Chavez So,San Diego,,,32.703396,-117.145963,11,73,66000,5,S,R14.303,14.2,,136
19234969,INHB,200101,01/01/2020 03:20:00,1125-Traffic Hazard,Sr55 N / Lincoln Ave,Santa Ana,,,33.834927,-117.835419,12,59,53980,55,N,17.018,17,,206
19234971,INHB,200101,01/01/2020 03:23:00,1182-Trfc Collision-No Inj,I215 S So / Center St,Riverside,,,34.013345,-117.344014,8,65,62000,215,S,44.826,36.8,,17
19234973,LAHB,200101,01/01/2020 03:28:00,1179-Trfc Collision-1141 Enrt,Sr118 E / San Fernando Rd,Altadena,,,34.272378,-118.428772,7,37,44000,118,E,R12.369,45.9,,21
19234974,INHB,200101,01/01/2020 03:32:00,1125-Traffic Hazard,I15 S / Oak Hill Rd Ofr,Victorville,,,34.365249,-117.430776,8,71,,15,S,R28.923,136.8,,1
19234975,INHB,200101,01/01/2020 03:30:00,1179-Trfc Collision-1141 Enrt,I15 N / L St Ofr,Barstow,,,34.882714,-117.062531,8,71,4030,15,N,71.268,178.8,,288
19234977,INHB,200101,01/01/2020 03:27:00,1179-Trfc Collision-1141 Enrt,I15 N So / Hidden Valley Pkwy,Riverside,,,33.891232,-117.554776,8,65,16350,15,N,42.307,96.8,,66
19234978,SAHB,200101,01/01/2020 03:37:00,1179-Trfc Collision-1141 Enrt,I80 W / Jeo Riverside Ave,Auburn,,,38.728589,-121.286325,3,61,62938,80,W,0.587,102.1,,124
19234979,LAHB,200101,01/01/2020 03:36:00,1179-Trfc Collision-1141 Enrt,Sr118 E / I5,West Valley,,,34.266567,-118.443517,7,37,44000,118,E,R11.469,45,,54
19234984,GGHB,200101,01/01/2020 03:39:00,1183-Trfc Collision-Unkn Inj,Us101 N / Sala Rd,Monterey,,,36.74065,-121.658573,5,53,,101,N,91.935,332.5,,4
19234986,INHB,200101,01/01/2020 03:35:00,1182-Trfc Collision-No Inj,I215 S No / Columbia Ave,Riverside,,,34.002173,-117.351482,8,65,62000,215,S,43.926,35.9,,37
19234987,SAHB,200101,01/01/2020 03:46:00,1182-Trfc Collision-No Inj,Sr99 S / Sutterville Rd Ofr,South Sac,,,38.544779,-121.47398,3,67,64000,99,S,23.355,297.8,,92
19234988,SAHB,200101,01/01/2020 03:40:00,1183-Trfc Collision-Unkn Inj,Sr120 W / Airport Way Ofr,Stockton,,,37.78341,-121.246281,10,77,,120,W,R3.693,3.2,,6
19234990,LAHB,200101,01/01/2020 03:47:00,1183-Trfc Collision-Unkn Inj,I10 W / Fremont Ave,East LA,,,34.068589,-118.151171,7,37,884,10,W,22.3,20.8,,0
19234991,LAHB,200101,01/01/2020 03:46:00,1183-Trfc Collision-Unkn Inj,Sb 14 Jso Angeles Forest,,,,,,,,,14,,,,,34
